-1.195810009248217831e+01,-1.184932067106188214e+01,-1.192429462874670065e+01,-1.196851762159598564e+01
-1.131452955812421202e+01,-1.120353597836036208e+01,-1.127932822310458150e+01,-1.150651992323877337e+01
-1.065127000464519469e+01,-1.055749706267065768e+01,-1.065000542284574436e+01,-1.068150200878305611e+01
-9.841748668811472811e+00,-9.832978893510457397e+00,-9.893623004973129298e+00,-9.833711291689731127e+00
-9.128539193675035079e+00,-9.050231091453369459e+00,-9.068125659553576412e+00,-9.282972058133388771e+00
-8.340524260775584509e+00,-8.248844145887744617e+00,-8.276974816167619764e+00,-8.322394981822057503e+00
-7.748700177325831717e+00,-7.412482935547352270e+00,-7.439827563589960668e+00,-7.615107140681610431e+00
-6.603532303148821114e+00,-6.574071313604513023e+00,-6.568551678919968495e+00,-6.591374005839647054e+00
-5.761730215513933828e+00,-5.702611127336953523e+00,-5.704377985341263724e+00,-5.752443916038268767e+00
-5.037701244577136528e+00,-4.806875287265914842e+00,-4.813251419463352221e+00,-4.835918715144455149e+00
-3.984116370050887479e+00,-3.901369261550565515e+00,-3.903043399418780535e+00,-4.150741277997274103e+00
-3.049929601613655450e+00,-3.202833706749178333e+00,-2.966234862227971725e+00,-3.514631136655277821e+00
-1.238404487031531431e+01,-1.224645698331628196e+01,-1.224652642160587490e+01,-1.238197020712826024e+01
-1.153352232550116874e+01,-1.136145093968580611e+01,-1.136145381477522598e+01,-1.187820782391170127e+01
-1.099900131838687400e+01,-1.046616274587885265e+01,-1.046616250889948141e+01,-1.156385069632178819e+01
-1.022390745509820142e+01,-9.561789061507417031e+00,-9.561788891521107558e+00,-1.009230549452285430e+01
-9.310766452552751815e+00,-8.648273835740805993e+00,-8.648273876249986003e+00,-9.701116367439416521e+00
-8.462377923501616550e+00,-7.725529985591938598e+00,-7.725529985869886040e+00,-8.661149823703027550e+00
-7.623892222596080792e+00,-6.793464963494700193e+00,-6.793464977002733995e+00,-8.165615326811312968e+00
-6.709956206490132580e+00,-5.851984961927230167e+00,-5.851984974011770646e+00,-6.949597500420032326e+00
-6.025203533641462883e+00,-4.900994979257619732e+00,-4.900994981632849523e+00,-6.036665259574337306e+00
-4.670597755995795630e+00,-3.940398994099276742e+00,-3.940398993752719292e+00,-5.293210183395185453e+00
-4.076736453592678444e+00,-2.970099999602318075e+00,-2.970099999537043622e+00,-4.247024940333684384e+00
-3.232764216384924616e+00,-2.681141842604471748e+00,-1.989999999999998437e+00,-3.496563118022450567e+00
-1.312267545720187734e+01,-1.136151282838702059e+01,-1.312541871716137720e+01,-1.224789769261524874e+01
-1.224771161585726098e+01,-1.046617457412831342e+01,-1.121254163251017815e+02,-1.224789765944625763e+01
-1.136147271159108385e+01,-9.561792499119516009e+00,-1.121254129120246148e+02,-1.136151281074272035e+01
-1.046615602845686510e+01,-8.648275251635883620e+00,-1.121254177413858315e+02,-1.046617450912601122e+01
-9.561781772967062665e+00,-7.725530557207971327e+00,-1.121252714542438298e+02,-9.561791907706266969e+00
-8.648270674306390404e+00,-6.793465209300984853e+00,-1.121253441748844750e+02,-8.648274735063651519e+00
-7.725519531421265462e+00,-5.851985059899988073e+00,-1.121254008982034946e+02,-7.725530286195438023e+00
-6.793457105966203002e+00,-4.900995009999991936e+00,-1.121253795604010008e+02,-6.793464475921203949e+00
-5.851978868157390323e+00,-3.940398999999994878e+00,-1.121253821283764722e+02,-5.851982150563463492e+00
-4.900983269748369509e+00,-2.970099999999996854e+00,-1.121254080732717142e+02,-4.900989459420187266e+00
-3.940396018330144301e+00,-1.989999999999998437e+00,-1.121253417851596907e+02,-3.940398618795333707e+00
-2.970092360863238135e+00,-1.989999593971299108e+00,-9.999999999999995559e-01,-2.970099267095497542e+00
-1.224789770010314172e+01,-1.121254164539992644e+02,-1.312541871534425297e+01,-1.312541851922289382e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
