-1.499635722971321705e+01,-1.416091290162334282e+01,-1.591663453958519803e+01,-1.515702334635799176e+01
-1.405772750069791321e+01,-1.327035309255337125e+01,-1.443164880901783498e+01,-1.513062955658416442e+01
-1.318264245238074928e+01,-1.240116662261767644e+01,-1.337046855118575728e+01,-1.438696943058914179e+01
-1.231673976233378198e+01,-1.173277912120679467e+01,-1.231333026633446082e+01,-1.314269593719949292e+01
-1.132615635248208363e+01,-1.051769516479918387e+01,-1.079914041893057686e+01,-1.255215871389842341e+01
-1.032156427186559178e+01,-9.615620568328699491e+00,-9.824866950433936097e+00,-1.143876256556340998e+01
-9.464018702363528490e+00,-8.833980365178435434e+00,-8.867407321622746252e+00,-1.059762676441205720e+01
-8.399994302755180442e+00,-7.742802864931903173e+00,-8.656388382673721793e+00,-9.463037159162290379e+00
-7.545882529338295619e+00,-6.645612672881676453e+00,-6.902015744562348232e+00,-8.485414323083739774e+00
-6.532447553669998186e+00,-5.580747516400764496e+00,-5.742111664935740656e+00,-7.554119544351489246e+00
-5.462071918273804449e+00,-4.686104489566673692e+00,-4.579746885044418292e+00,-6.443631953259547629e+00
-4.317495439799256651e+00,-4.263250174655603963e+00,-3.402769189241107828e+00,-5.482434738063613366e+00
-1.540128413040033273e+01,-1.436358934024637080e+01,-1.656023759113154625e+01,-1.550064773225120440e+01
-1.432193010413074141e+01,-1.325817033639351727e+01,-1.603162464304807955e+01,-1.549905258495249782e+01
-1.346803203693512074e+01,-1.221033741320086285e+01,-1.447427604747140961e+01,-1.452086227704634069e+01
-1.256119349364048077e+01,-1.095972030179840040e+01,-1.313312341904380709e+01,-1.344384877422111479e+01
-1.143751891410650856e+01,-1.001830342570060139e+01,-1.519486059287371305e+01,-1.256596173880006440e+01
-1.038887143660708290e+01,-9.171078163479577938e+00,-1.230943616045231614e+01,-1.114393630536468294e+01
-9.429162851659262046e+00,-8.168048918481762399e+00,-9.817156591599104587e+00,-1.008985759511375058e+01
-8.517830690166494634e+00,-6.648984998572689875e+00,-1.560526556692884625e+01,-9.199645728591363536e+00
-7.614842936818873476e+00,-5.432035326699664601e+00,-7.732583311728321362e+00,-8.141759073831837057e+00
-6.726126503987680749e+00,-4.427508733819447428e+00,-1.284961043211502663e+01,-6.819866130387746139e+00
-5.634719044774976204e+00,-3.802680034900906225e+00,-4.787540471104323458e+00,-5.908330531179788458e+00
-4.431305146242408455e+00,-3.321332777329650376e+00,-2.551586992026052769e+00,-4.607198304806551903e+00
-1.549414151437929377e+01,-1.645031175899341847e+01,-3.048689413317126551e+01,-1.680425315401810593e+01
-1.478678068573814564e+01,-1.634596109175731726e+01,-1.002410328460178874e+02,-1.571926916648082440e+01
-1.340770840106193162e+01,-1.512155485012815603e+01,-5.772077920793439176e+01,-1.424127769869015125e+01
-1.246070387307138816e+01,-1.628279009869854832e+01,-8.016662627571906796e+01,-1.256404347233529961e+01
-1.095699544580091001e+01,-1.568124219626412774e+01,-8.341678678056976537e+01,-1.553093326409627473e+01
-9.880648362442077115e+00,-1.030767967536600693e+01,-7.304550795915156414e+01,-1.109769100688250454e+01
-8.803501986139922408e+00,-1.191555735091425383e+01,-5.819696976541747802e+01,-1.182871087380240382e+01
-7.943598630045154430e+00,-1.101980525876501815e+01,-6.402791662543533846e+01,-8.331111387557402992e+00
-6.590685464905284618e+00,-6.363352624717689032e+00,-7.587986424345571379e+01,-9.610005293157053430e+00
-5.449588906325463888e+00,-9.095612198228121059e+00,-7.608851111425256875e+01,-5.986743453724198361e+00
-3.695040830894283257e+00,-2.113076118898154387e+00,-8.913606865914897526e+01,-9.378763527427556923e+00
-3.560121746031863932e+00,-2.048545728105156893e+00,-9.999999999999995559e-01,-4.676508964484114905e+00
-1.667037069942375993e+01,-1.228220428579054015e+02,-2.780938643477298911e+01,-2.066708693111477047e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
